user_id;tracked_at;latitude;longitude;elevation;accuracy
1;2008-10-26T06:42:14Z;39.981875;116.321214;-4;1
1;2008-10-26T06:42:19Z;39.981868;116.321215;-4;1
1;2008-10-26T06:42:24Z;39.981868;116.321215;-4;1
1;2008-10-26T06:42:29Z;39.98186;116.321216;-4;1
1;2008-10-26T06:42:32Z;39.98186;116.321216;-4;1
1;2008-10-26T06:42:34Z;39.981852;116.321218;-4;1
1;2008-10-26T06:42:39Z;39.981817;116.321227;-3;1
1;2008-10-26T06:42:41Z;39.981768;116.321251;-3;1
1;2008-10-26T06:42:42Z;39.981722;116.321244;-2;1
1;2008-10-26T06:42:43Z;39.981672;116.321246;-1;1
1;2008-10-26T06:42:44Z;39.981617;116.321281;-9;1
1;2008-10-26T06:42:45Z;39.981566;116.321304;-2;1
1;2008-10-26T06:42:47Z;39.981497;116.321316;9;1
1;2008-10-26T06:42:49Z;39.981462;116.32135;14;1
1;2008-10-26T06:42:51Z;39.981418;116.321375;21;1
1;2008-10-26T06:42:53Z;39.98135;116.321377;25;1
1;2008-10-26T06:42:55Z;39.981299;116.321356;28;1
1;2008-10-26T06:42:57Z;39.981236;116.321361;29;1
1;2008-10-26T06:43:00Z;39.981131;116.321282;39;1
1;2008-10-26T06:43:02Z;39.981168;116.32112;33;1
1;2008-10-26T06:43:03Z;39.981119;116.321145;32;1
1;2008-10-26T06:43:04Z;39.98107;116.32117;35;1
1;2008-10-26T06:43:05Z;39.980891;116.32105;42;1
1;2008-10-26T06:43:06Z;39.980835;116.321001;45;1
1;2008-10-26T06:43:07Z;39.980855;116.321075;63;1
1;2008-10-26T06:43:10Z;39.980809;116.321118;66;1
1;2008-10-26T06:43:12Z;39.980794;116.321162;75;1
1;2008-10-26T06:43:14Z;39.980694;116.321162;82;1
1;2008-10-26T06:43:16Z;39.980584;116.321168;87;1
1;2008-10-26T06:43:17Z;39.980444;116.321151;10;1
1;2008-10-26T06:43:18Z;39.980326;116.321136;10;1
1;2008-10-26T06:43:20Z;39.980194;116.321206;12;1
1;2008-10-26T06:43:22Z;39.980152;116.321256;13;1
1;2008-10-26T06:43:24Z;39.980108;116.32128;14;1
1;2008-10-26T06:43:26Z;39.980039;116.321336;14;1
1;2008-10-26T06:43:27Z;39.980005;116.32137;14;1
1;2008-10-26T06:43:29Z;39.979935;116.321417;15;1
1;2008-10-26T06:43:30Z;39.979879;116.32144;15;1
1;2008-10-26T06:43:31Z;39.979835;116.321453;15;1
1;2008-10-26T06:43:33Z;39.979813;116.32151;14;1
1;2008-10-26T06:43:35Z;39.979821;116.321586;14;1
1;2008-10-26T06:43:37Z;39.979809;116.321653;14;1
1;2008-10-26T06:43:39Z;39.979823;116.321739;14;1
1;2008-10-26T06:43:41Z;39.979841;116.321833;13;1
1;2008-10-26T06:43:43Z;39.979878;116.321912;13;1
1;2008-10-26T06:43:45Z;39.979909;116.321995;13;1
1;2008-10-26T06:43:47Z;39.979882;116.322082;13;1
1;2008-10-26T06:43:49Z;39.979887;116.322174;12;1
1;2008-10-26T06:43:51Z;39.979866;116.322264;12;1
1;2008-10-26T06:43:53Z;39.979886;116.322358;11;1
1;2008-10-26T06:43:55Z;39.979892;116.322443;11;1
1;2008-10-26T06:43:57Z;39.979912;116.322544;11;1
1;2008-10-26T06:43:59Z;39.979916;116.322644;11;1
1;2008-10-26T06:44:01Z;39.97987;116.322746;11;1
1;2008-10-26T06:44:03Z;39.97986;116.322826;11;1
1;2008-10-26T06:44:05Z;39.979857;116.322925;12;1
1;2008-10-26T06:44:06Z;39.979839;116.322988;12;1
1;2008-10-26T06:44:08Z;39.979842;116.323075;12;1
1;2008-10-26T06:44:10Z;39.979867;116.323182;11;1
1;2008-10-26T06:44:11Z;39.979877;116.323242;11;1
1;2008-10-26T06:44:13Z;39.979881;116.323329;11;1
1;2008-10-26T06:44:15Z;39.979886;116.323437;11;1
1;2008-10-26T06:44:17Z;39.979884;116.323533;11;1
1;2008-10-26T06:44:19Z;39.979851;116.323643;12;1
1;2008-10-26T06:44:21Z;39.979849;116.323744;12;1
1;2008-10-26T06:44:22Z;39.979818;116.323808;12;1
1;2008-10-26T06:44:24Z;39.979842;116.323916;12;1
1;2008-10-26T06:44:26Z;39.979834;116.32402;12;1
1;2008-10-26T06:44:28Z;39.979834;116.324121;12;1
1;2008-10-26T06:44:30Z;39.97984;116.324211;12;1
1;2008-10-26T06:44:31Z;39.979868;116.324258;12;1
1;2008-10-26T06:44:32Z;39.979906;116.324303;12;1
1;2008-10-26T06:44:34Z;39.979928;116.324392;13;1
1;2008-10-26T06:44:36Z;39.979938;116.324485;13;1
1;2008-10-26T06:44:38Z;39.979962;116.324587;13;1
1;2008-10-26T06:44:40Z;39.979962;116.324674;13;1
1;2008-10-26T06:44:42Z;39.979971;116.324755;13;1
1;2008-10-26T06:44:44Z;39.979982;116.324842;13;1
1;2008-10-26T06:44:46Z;39.979973;116.324921;13;1
1;2008-10-26T06:44:48Z;39.979979;116.324997;14;1
1;2008-10-26T06:44:50Z;39.980008;116.325098;14;1
1;2008-10-26T06:44:52Z;39.980027;116.325202;13;1
1;2008-10-26T06:44:54Z;39.980045;116.32531;13;1
1;2008-10-26T06:44:56Z;39.980058;116.325406;13;1
1;2008-10-26T06:44:57Z;39.980069;116.325463;13;1
1;2008-10-26T06:44:59Z;39.980057;116.325552;13;1
1;2008-10-26T06:45:01Z;39.980044;116.325652;12;1
1;2008-10-26T06:45:02Z;39.979954;116.325702;13;1
1;2008-10-26T06:45:04Z;39.979938;116.325799;13;1
1;2008-10-26T06:45:06Z;39.979926;116.325886;13;1
1;2008-10-26T06:45:08Z;39.979925;116.325976;13;1
1;2008-10-26T06:45:10Z;39.979934;116.326064;13;1
1;2008-10-26T06:45:11Z;39.97993;116.326126;12;1
1;2008-10-26T06:45:13Z;39.979941;116.326219;12;1
1;2008-10-26T06:45:15Z;39.979949;116.326322;12;1
1;2008-10-26T06:45:17Z;39.979957;116.326414;12;1
1;2008-10-26T06:45:19Z;39.979947;116.326517;12;1
1;2008-10-26T06:45:21Z;39.97995;116.326619;11;1
1;2008-10-26T06:45:23Z;39.979945;116.326714;11;1
1;2008-10-26T06:45:25Z;39.979933;116.326798;11;1
1;2008-10-26T06:45:27Z;39.979921;116.326869;11;1
1;2008-10-26T06:45:29Z;39.979917;116.326936;11;1
1;2008-10-26T06:45:31Z;39.979902;116.327004;11;1
1;2008-10-26T06:45:33Z;39.979892;116.327064;11;1
1;2008-10-26T06:45:36Z;39.979874;116.327126;11;1
1;2008-10-26T06:45:41Z;39.979834;116.327152;11;1
1;2008-10-26T06:45:46Z;39.979838;116.327155;11;1
1;2008-10-26T06:45:51Z;39.979838;116.32716;11;1
1;2008-10-26T06:45:54Z;39.979838;116.32716;11;1
1;2008-10-26T06:45:56Z;39.979838;116.327157;11;1
1;2008-10-26T06:46:01Z;39.979812;116.327209;11;1
1;2008-10-26T06:46:04Z;39.979814;116.327277;11;1
1;2008-10-26T06:46:09Z;39.979845;116.327331;11;1
1;2008-10-26T06:46:12Z;39.979899;116.327337;11;1
1;2008-10-26T06:46:14Z;39.979948;116.327382;11;1
1;2008-10-26T06:46:17Z;39.980023;116.32737;11;1
1;2008-10-26T06:46:19Z;39.980091;116.327384;11;1
1;2008-10-26T06:46:21Z;39.980153;116.327391;11;1
1;2008-10-26T06:46:23Z;39.980212;116.327394;11;1
1;2008-10-26T06:46:25Z;39.980278;116.327386;10;1
1;2008-10-26T06:46:27Z;39.980348;116.327384;10;1
1;2008-10-26T06:46:29Z;39.980429;116.327368;10;1
1;2008-10-26T06:46:31Z;39.980511;116.32738;10;1
1;2008-10-26T06:46:33Z;39.980592;116.327373;10;1
1;2008-10-26T06:46:35Z;39.980656;116.327359;10;1
1;2008-10-26T06:46:36Z;39.9807;116.327377;10;1
1;2008-10-26T06:46:38Z;39.980772;116.327383;10;1
1;2008-10-26T06:46:40Z;39.980848;116.327376;10;1
1;2008-10-26T06:46:42Z;39.98092;116.327384;99;1
1;2008-10-26T06:46:44Z;39.980996;116.327381;10;1
1;2008-10-26T06:46:46Z;39.981073;116.327376;98;1
1;2008-10-26T06:46:48Z;39.981149;116.327375;95;1
1;2008-10-26T06:46:50Z;39.981219;116.327376;99;1
1;2008-10-26T06:46:52Z;39.98128;116.327376;10;1
1;2008-10-26T06:46:54Z;39.981349;116.327372;99;1
1;2008-10-26T06:46:56Z;39.981397;116.32739;98;1
1;2008-10-26T06:47:00Z;39.98144;116.327415;10;1
1;2008-10-26T06:47:03Z;39.981469;116.327549;10;1
1;2008-10-26T06:47:05Z;39.981483;116.327667;10;1
1;2008-10-26T06:47:07Z;39.981576;116.327776;10;1
1;2008-10-26T06:47:08Z;39.981614;116.327843;99;1
1;2008-10-26T06:47:10Z;39.98165;116.327918;99;1
1;2008-10-26T06:47:12Z;39.981666;116.327988;10;1
1;2008-10-26T06:47:14Z;39.981692;116.32805;10;1
1;2008-10-26T06:47:18Z;39.981705;116.328105;10;1
1;2008-10-26T06:47:23Z;39.981744;116.328102;11;1
1;2008-10-26T06:47:28Z;39.981755;116.328085;11;1
1;2008-10-26T06:47:33Z;39.981733;116.328074;11;1
1;2008-10-26T06:47:38Z;39.981696;116.32807;12;1
1;2008-10-26T06:47:39Z;39.98161;116.328124;12;1
1;2008-10-26T06:47:41Z;39.98152;116.328155;12;1
1;2008-10-26T06:47:43Z;39.981469;116.328187;12;1
1;2008-10-26T06:47:46Z;39.981418;116.328208;12;1
1;2008-10-26T06:47:48Z;39.981371;116.328209;12;1
1;2008-10-26T06:47:50Z;39.981318;116.328222;13;1
1;2008-10-26T06:47:52Z;39.981253;116.328217;13;1
1;2008-10-26T06:47:53Z;39.981195;116.328184;13;1
1;2008-10-26T06:47:54Z;39.98111;116.328187;13;1
1;2008-10-26T06:47:57Z;39.981073;116.32822;14;1
1;2008-10-26T06:47:58Z;39.981016;116.328227;14;1
1;2008-10-26T06:48:00Z;39.980968;116.328265;15;1
1;2008-10-26T06:48:02Z;39.980925;116.328304;15;1
1;2008-10-26T06:48:04Z;39.980889;116.32837;16;1
1;2008-10-26T06:48:06Z;39.98085;116.328469;17;1
1;2008-10-26T06:48:08Z;39.980814;116.328561;18;1
1;2008-10-26T06:48:10Z;39.980789;116.328658;19;1
1;2008-10-26T06:48:11Z;39.980738;116.328702;19;1
1;2008-10-26T06:48:13Z;39.980741;116.328798;20;1
1;2008-10-26T06:48:15Z;39.980761;116.328868;21;1
1;2008-10-26T06:48:17Z;39.98075;116.328948;23;1
1;2008-10-26T06:48:19Z;39.980729;116.329003;24;1
1;2008-10-26T06:48:21Z;39.980722;116.329082;25;1
1;2008-10-26T06:48:23Z;39.980711;116.329159;26;1
1;2008-10-26T06:48:25Z;39.980705;116.329234;26;1
1;2008-10-26T06:48:27Z;39.980691;116.329316;27;1
1;2008-10-26T06:48:29Z;39.980679;116.329388;28;1
1;2008-10-26T06:48:31Z;39.980671;116.329451;30;1
1;2008-10-26T06:48:33Z;39.980659;116.329493;31;1
1;2008-10-26T06:48:35Z;39.980645;116.329548;33;1
1;2008-10-26T06:48:37Z;39.980677;116.329639;32;1
1;2008-10-26T06:48:40Z;39.98068;116.329729;33;1
1;2008-10-26T06:48:42Z;39.980674;116.329834;32;1
1;2008-10-26T06:48:44Z;39.98069;116.329931;31;1
1;2008-10-26T06:48:48Z;39.980698;116.329992;31;1
1;2008-10-26T06:48:49Z;39.980722;116.330053;30;1
1;2008-10-26T06:48:51Z;39.980763;116.330232;29;1
1;2008-10-26T06:48:54Z;39.980773;116.3303;29;1
1;2008-10-26T06:48:59Z;39.980773;116.33031;30;1
1;2008-10-26T06:49:01Z;39.980706;116.3304;29;1
1;2008-10-26T06:49:04Z;39.980691;116.330452;29;1
1;2008-10-26T06:49:07Z;39.980605;116.330459;29;1
1;2008-10-26T06:49:10Z;39.980507;116.330508;29;1
1;2008-10-26T06:49:12Z;39.980501;116.330567;29;1
1;2008-10-26T06:49:13Z;39.980529;116.330644;30;1
1;2008-10-26T06:49:14Z;39.980537;116.330714;30;1
1;2008-10-26T06:49:17Z;39.980521;116.330792;30;1
1;2008-10-26T06:49:20Z;39.980497;116.330862;30;1
1;2008-10-26T06:49:21Z;39.980477;116.330941;29;1
1;2008-10-26T06:49:24Z;39.980469;116.330999;29;1
1;2008-10-26T06:49:29Z;39.980486;116.331034;29;1
1;2008-10-26T06:49:32Z;39.98047;116.331091;28;1
1;2008-10-26T06:49:35Z;39.980448;116.331158;27;1
1;2008-10-26T06:49:40Z;39.980454;116.331145;27;1
1;2008-10-26T06:49:43Z;39.980454;116.331145;27;1
1;2008-10-26T06:49:45Z;39.980455;116.331144;27;1
1;2008-10-26T06:49:50Z;39.980455;116.331154;27;1
1;2008-10-26T06:49:55Z;39.980454;116.331162;27;1
1;2008-10-26T06:50:00Z;39.980454;116.331168;27;1
1;2008-10-26T06:50:05Z;39.980453;116.331165;27;1
1;2008-10-26T06:50:10Z;39.980453;116.331162;27;1
1;2008-10-26T06:50:15Z;39.980453;116.331162;27;1
1;2008-10-26T06:50:18Z;39.980453;116.331162;27;1
1;2008-10-26T06:50:20Z;39.980452;116.331158;27;1
1;2008-10-26T06:50:24Z;39.980406;116.33114;26;1
1;2008-10-26T06:50:29Z;39.980381;116.331166;26;1
1;2008-10-26T06:50:34Z;39.980404;116.33116;25;1
1;2008-10-26T06:50:39Z;39.98039;116.33115;25;1
1;2008-10-26T06:50:42Z;39.98039;116.33115;25;1
1;2008-10-26T06:50:44Z;39.98039;116.331155;25;1
1;2008-10-26T06:50:49Z;39.980423;116.331188;24;1
1;2008-10-26T06:50:51Z;39.980466;116.331175;23;1
1;2008-10-26T06:50:55Z;39.980519;116.331177;22;1
1;2008-10-26T06:50:56Z;39.980581;116.331184;22;1
1;2008-10-26T06:51:01Z;39.98061;116.331157;22;1
1;2008-10-26T06:51:06Z;39.980594;116.331163;22;1
1;2008-10-26T06:51:11Z;39.980601;116.33119;22;1
1;2008-10-26T06:51:16Z;39.980587;116.33121;22;1
1;2008-10-26T06:51:21Z;39.980564;116.33121;22;1
1;2008-10-26T06:51:26Z;39.980566;116.33121;22;1
1;2008-10-26T06:51:31Z;39.980565;116.331217;22;1
1;2008-10-26T06:51:34Z;39.980565;116.331217;22;1
1;2008-10-26T06:51:36Z;39.980564;116.331223;22;1
1;2008-10-26T06:51:41Z;39.980564;116.331237;22;1
1;2008-10-26T06:51:46Z;39.980559;116.331272;22;1
1;2008-10-26T06:52:49Z;39.983069;116.329798;-1;1
1;2008-10-26T06:52:51Z;39.983002;116.329835;-1;1
1;2008-10-26T06:52:52Z;39.983018;116.329815;-1;1
1;2008-10-26T06:52:56Z;39.982977;116.329831;-1;1
1;2008-10-26T06:52:58Z;39.982933;116.329843;-1;1
1;2008-10-26T06:53:18Z;39.980927;116.32862;83;1
1;2008-10-26T06:53:21Z;39.980904;116.33038;18;1
1;2008-10-26T06:53:22Z;39.980889;116.33054;19;1
1;2008-10-26T06:53:23Z;39.980826;116.330744;19;1
1;2008-10-26T06:53:24Z;39.980756;116.330929;20;1
1;2008-10-26T06:53:25Z;39.980696;116.331062;20;1
1;2008-10-26T06:53:26Z;39.980655;116.331143;20;1
1;2008-10-26T06:53:27Z;39.980629;116.331207;20;1
1;2008-10-26T06:53:29Z;39.980652;116.33127;20;1
1;2008-10-26T06:53:30Z;39.980763;116.33122;20;1
1;2008-10-26T06:53:35Z;39.980782;116.331259;20;1
1;2008-10-26T06:53:38Z;39.980836;116.331235;20;1
1;2008-10-26T06:53:43Z;39.980852;116.331235;20;1
1;2008-10-26T06:53:48Z;39.980853;116.331236;20;1
1;2008-10-26T06:53:51Z;39.980853;116.331236;20;1
1;2008-10-26T06:53:53Z;39.980853;116.331228;20;1
1;2008-10-26T06:53:58Z;39.980853;116.331237;20;1
1;2008-10-26T06:54:00Z;39.98088;116.331297;20;1
1;2008-10-26T06:54:02Z;39.980921;116.331333;20;1
1;2008-10-26T06:54:05Z;39.98097;116.331356;20;1
1;2008-10-26T06:54:10Z;39.981004;116.331365;20;1
1;2008-10-26T06:54:20Z;39.980998;116.331386;20;1
1;2008-10-26T06:54:25Z;39.981003;116.331398;20;1
1;2008-10-26T06:54:28Z;39.981003;116.331398;20;1
1;2008-10-26T06:54:30Z;39.981008;116.331395;20;1
1;2008-10-26T06:55:57Z;39.97948;116.330161;26;1
1;2008-10-26T06:56:06Z;39.984266;116.330745;84;1
1;2008-10-26T06:56:08Z;39.984267;116.33074;84;1
1;2008-10-26T06:56:13Z;39.984277;116.330751;83;1
1;2008-10-26T06:56:18Z;39.984277;116.330752;83;1
1;2008-10-26T06:56:23Z;39.984284;116.330758;82;1
1;2008-10-26T06:56:26Z;39.984284;116.330758;82;1
1;2008-10-26T06:56:28Z;39.98429;116.330753;82;1
1;2008-10-26T06:56:29Z;39.984324;116.330797;80;1
1;2008-10-26T06:56:30Z;39.984353;116.330829;79;1
1;2008-10-26T06:56:32Z;39.984363;116.330879;76;1
1;2008-10-26T06:56:33Z;39.984386;116.330896;75;1
1;2008-10-26T06:56:35Z;39.984421;116.330927;72;1
1;2008-10-26T06:56:37Z;39.984453;116.330959;70;1
1;2008-10-26T06:56:39Z;39.984483;116.330988;67;1
1;2008-10-26T06:56:44Z;39.984488;116.330985;67;1
1;2008-10-26T06:56:47Z;39.984488;116.330985;67;1
1;2008-10-26T06:56:49Z;39.984495;116.330985;66;1
1;2008-10-26T06:56:54Z;39.984501;116.330996;66;1
1;2008-10-26T06:56:59Z;39.984512;116.331013;65;1
1;2008-10-26T06:57:04Z;39.984519;116.331012;64;1
1;2008-10-26T06:57:07Z;39.984519;116.331012;64;1
1;2008-10-26T06:57:09Z;39.984524;116.331009;64;1
1;2008-10-26T06:57:14Z;39.984539;116.331021;62;1
1;2008-10-26T06:57:19Z;39.984542;116.331022;62;1
1;2008-10-26T06:57:22Z;39.984542;116.331022;62;1
1;2008-10-26T06:57:24Z;39.984549;116.331024;61;1
1;2008-10-26T06:57:29Z;39.984561;116.331026;60;1
1;2008-10-26T06:57:32Z;39.984561;116.331026;60;1
1;2008-10-26T06:57:34Z;39.984564;116.331025;60;1
1;2008-10-26T06:57:39Z;39.984571;116.331034;59;1
1;2008-10-26T06:57:44Z;39.984574;116.331046;59;1
